abv,ibu,id,beer,style,brewery_id,ounces,brewery,city,state,label
53,15,1281,Samuel Adams Octoberfest,MÃ¤rzen / Oktoberfest,300,12,Boston Beer Company,Boston,MA,Samuel Adams Octoberfest (Boston Beer Company)
53,7,1144,Samuel Adams Summer Ale,American Pale Wheat Ale,300,12,Boston Beer Company,Boston,MA,Samuel Adams Summer Ale (Boston Beer Company)
49,30,1143,Boston Lager,Vienna Lager,300,12,Boston Beer Company,Boston,MA,Boston Lager (Boston Beer Company)
49,35,1395,Hazed & Infused,American Pale Ale (APA),417,12,Boulder Beer Company,Boulder,CO,Hazed & Infused (Boulder Beer Company)
57,35,808,Hoopla Pale Ale,American Pale Ale (APA),417,12,Boulder Beer Company,Boulder,CO,Hoopla Pale Ale (Boulder Beer Company)
49,35,81,Hazed & Infused (2010),American Pale Ale (APA),417,12,Boulder Beer Company,Boulder,CO,Hazed & Infused (2010) (Boulder Beer Company)
62,80,2596,Heavy Lifting,American IPA,31,12,Boulevard Brewing Company,Kansas City,MO,Heavy Lifting (Boulevard Brewing Company)
65,NA,2300,1492,American Pale Ale (APA),167,12,Boxcar Brewing Company,West Chester,PA,1492 (Boxcar Brewing Company)
0.0579999999999999,NA,2299,Mango Ginger,American IPA,167,12,Boxcar Brewing Company,West Chester,PA,Mango Ginger (Boxcar Brewing Company)
47,NA,2298,Passenger,English Dark Mild Ale,167,12,Boxcar Brewing Company,West Chester,PA,Passenger (Boxcar Brewing Company)
0.06,52,2107,Plum St. Porter,American Porter,219,12,Bozeman Brewing Company,Bozeman,MT,Plum St. Porter (Bozeman Brewing Company)
0.0579999999999999,NA,2619,Insert Hop Reference,American Pale Ale (APA),19,16,Brew Link Brewing,Plainfield,IN,Insert Hop Reference (Brew Link Brewing)
53,NA,2468,Manitou Amber,American Amber / Red Ale,85,16,Brewery Terra Firma,Traverse City,MI,Manitou Amber (Brewery Terra Firma)
67,NA,2637,Belfort,Saison / Farmhouse Ale,10,16,Brewery Vivant,Grand Rapids,MI,Belfort (Brewery Vivant)
0.06,NA,2636,Star Runner,Belgian Pale Ale,10,16,Brewery Vivant,Grand Rapids,MI,Star Runner (Brewery Vivant)
98,NA,2598,Tart Side of the Barrel,American Double / Imperial Stout,10,16,Brewery Vivant,Grand Rapids,MI,Tart Side of the Barrel (Brewery Vivant)
0.06,NA,2597,Linnaeus Mango IPA,American IPA,10,16,Brewery Vivant,Grand Rapids,MI,Linnaeus Mango IPA (Brewery Vivant)
0.07,NA,2548,Beasts A'Burnin',Rauchbier,10,16,Brewery Vivant,Grand Rapids,MI,Beasts A'Burnin' (Brewery Vivant)
77,NA,2542,Verdun,BiÃ¨re de Garde,10,16,Brewery Vivant,Grand Rapids,MI,Verdun (Brewery Vivant)
65,NA,2541,Barrel Aged Triomphe,Belgian IPA,10,16,Brewery Vivant,Grand Rapids,MI,Barrel Aged Triomphe (Brewery Vivant)
65,NA,2504,Cherry Doppelbock,Doppelbock,10,16,Brewery Vivant,Grand Rapids,MI,Cherry Doppelbock (Brewery Vivant)
65,NA,2500,Tropical Saison,Saison / Farmhouse Ale,10,16,Brewery Vivant,Grand Rapids,MI,Tropical Saison (Brewery Vivant)
65,NA,2499,Beach Patrol,Witbier,10,16,Brewery Vivant,Grand Rapids,MI,Beach Patrol (Brewery Vivant)
0.05,NA,2498,Nuit Serpent,Belgian IPA,10,16,Brewery Vivant,Grand Rapids,MI,Nuit Serpent (Brewery Vivant)
0.09,NA,2481,Paris,Saison / Farmhouse Ale,10,16,Brewery Vivant,Grand Rapids,MI,Paris (Brewery Vivant)
55,NA,2476,The Grand Army,Belgian IPA,10,16,Brewery Vivant,Grand Rapids,MI,The Grand Army (Brewery Vivant)
59,NA,2467,Acidulated Trip,Saison / Farmhouse Ale,10,16,Brewery Vivant,Grand Rapids,MI,Acidulated Trip (Brewery Vivant)
66,NA,2466,Root Stock,Rye Beer,10,16,Brewery Vivant,Grand Rapids,MI,Root Stock (Brewery Vivant)
0.0409999999999999,NA,2465,Mind Games,Dunkelweizen,10,16,Brewery Vivant,Grand Rapids,MI,Mind Games (Brewery Vivant)
0.0819999999999999,NA,2433,Sous Chef,Belgian Strong Pale Ale,10,16,Brewery Vivant,Grand Rapids,MI,Sous Chef (Brewery Vivant)
65,NA,2418,Dubbelicious,Dubbel,10,16,Brewery Vivant,Grand Rapids,MI,Dubbelicious (Brewery Vivant)
62,NA,2416,Psychopomp,Belgian Dark Ale,10,16,Brewery Vivant,Grand Rapids,MI,Psychopomp (Brewery Vivant)
NA,NA,2382,Fat Paczki,Belgian Dark Ale,10,16,Brewery Vivant,Grand Rapids,MI,Fat Paczki (Brewery Vivant)
NA,NA,2381,Earth-Like Planets,Belgian Pale Ale,10,16,Brewery Vivant,Grand Rapids,MI,Earth-Like Planets (Brewery Vivant)
61,NA,2290,Ski Patrol,Witbier,10,16,Brewery Vivant,Grand Rapids,MI,Ski Patrol (Brewery Vivant)
63,NA,2241,Viking Ice Hole,Oatmeal Stout,10,16,Brewery Vivant,Grand Rapids,MI,Viking Ice Hole (Brewery Vivant)
0.0559999999999999,NA,2240,Rye Porter,American Porter,10,16,Brewery Vivant,Grand Rapids,MI,Rye Porter (Brewery Vivant)
99,NA,2137,Wizard Burial Ground,Quadrupel (Quad),10,16,Brewery Vivant,Grand Rapids,MI,Wizard Burial Ground (Brewery Vivant)
51,NA,2101,Smoky Wheat,Rauchbier,10,16,Brewery Vivant,Grand Rapids,MI,Smoky Wheat (Brewery Vivant)
62,NA,2092,BRIPA,Belgian IPA,10,16,Brewery Vivant,Grand Rapids,MI,BRIPA (Brewery Vivant)
62,NA,2091,Mela,Belgian Dark Ale,10,16,Brewery Vivant,Grand Rapids,MI,Mela (Brewery Vivant)
53,NA,2086,W.I.P.A Snappa,Belgian IPA,10,16,Brewery Vivant,Grand Rapids,MI,W.I.P.A Snappa (Brewery Vivant)
63,NA,2023,Pepper in the Rye,Rye Beer,10,16,Brewery Vivant,Grand Rapids,MI,Pepper in the Rye (Brewery Vivant)
64,NA,2006,Moe Lasses',American Stout,10,16,Brewery Vivant,Grand Rapids,MI,Moe Lasses' (Brewery Vivant)
0.07,NA,1997,Pumpkin Tart,Fruit / Vegetable Beer,10,16,Brewery Vivant,Grand Rapids,MI,Pumpkin Tart (Brewery Vivant)
67,NA,1977,Undertaker,Belgian Dark Ale,10,16,Brewery Vivant,Grand Rapids,MI,Undertaker (Brewery Vivant)
67,NA,1976,Undertaker (2014),Belgian Dark Ale,10,16,Brewery Vivant,Grand Rapids,MI,Undertaker (2014) (Brewery Vivant)
0.05,NA,1974,Coq D'Or,Belgian Pale Ale,10,16,Brewery Vivant,Grand Rapids,MI,Coq D'Or (Brewery Vivant)
0.06,NA,1973,North French,BiÃ¨re de Garde,10,16,Brewery Vivant,Grand Rapids,MI,North French (Brewery Vivant)
65,NA,1959,Agent a Deux,Belgian Dark Ale,10,16,Brewery Vivant,Grand Rapids,MI,Agent a Deux (Brewery Vivant)
45,NA,1958,Belgian Wit,Witbier,10,16,Brewery Vivant,Grand Rapids,MI,Belgian Wit (Brewery Vivant)
63,NA,1949,Pothole Stout,American Stout,10,16,Brewery Vivant,Grand Rapids,MI,Pothole Stout (Brewery Vivant)
93,NA,1947,Tree Bucket,Belgian IPA,10,16,Brewery Vivant,Grand Rapids,MI,Tree Bucket (Brewery Vivant)
73,NA,1785,Le Flaneur Ale,American Wild Ale,10,16,Brewery Vivant,Grand Rapids,MI,Le Flaneur Ale (Brewery Vivant)
0.0559999999999999,NA,1651,Maize & Blueberry,Fruit / Vegetable Beer,10,16,Brewery Vivant,Grand Rapids,MI,Maize & Blueberry (Brewery Vivant)
93,NA,1443,Trebuchet Double IPA,American Double / Imperial IPA,10,16,Brewery Vivant,Grand Rapids,MI,Trebuchet Double IPA (Brewery Vivant)
65,NA,1352,Contemplation,BiÃ¨re de Garde,10,16,Brewery Vivant,Grand Rapids,MI,Contemplation (Brewery Vivant)
0.05,NA,1267,Black Rabbit,American Black Ale,10,16,Brewery Vivant,Grand Rapids,MI,Black Rabbit (Brewery Vivant)
0.09,NA,1266,Zaison,Saison / Farmhouse Ale,10,16,Brewery Vivant,Grand Rapids,MI,Zaison (Brewery Vivant)
0.0819999999999999,NA,1178,Vivant Tripel,Tripel,10,16,Brewery Vivant,Grand Rapids,MI,Vivant Tripel (Brewery Vivant)
98,NA,1136,Tart Side of the Moon,Belgian Dark Ale,10,16,Brewery Vivant,Grand Rapids,MI,Tart Side of the Moon (Brewery Vivant)
0.06,NA,1044,Big Red Coq,American Amber / Red Ale,10,16,Brewery Vivant,Grand Rapids,MI,Big Red Coq (Brewery Vivant)
99,NA,1033,Hubris Quadrupel Anniversary Ale,Quadrupel (Quad),10,16,Brewery Vivant,Grand Rapids,MI,Hubris Quadrupel Anniversary Ale (Brewery Vivant)
95,NA,1031,Plow Horse Belgian Style Imperial Stout,American Double / Imperial Stout,10,16,Brewery Vivant,Grand Rapids,MI,Plow Horse Belgian Style Imperial Stout (Brewery Vivant)
92,NA,909,Escoffier Bretta Ale,American Wild Ale,10,16,Brewery Vivant,Grand Rapids,MI,Escoffier Bretta Ale (Brewery Vivant)
65,NA,873,Contemplation (2012),BiÃ¨re de Garde,10,16,Brewery Vivant,Grand Rapids,MI,Contemplation (2012) (Brewery Vivant)
99,NA,860,Vivant Belgian Style Imperial Stout (2012),Russian Imperial Stout,10,16,Brewery Vivant,Grand Rapids,MI,Vivant Belgian Style Imperial Stout (2012) (Brewery Vivant)
62,NA,677,Big Red Coq (2012),American Amber / Red Ale,10,16,Brewery Vivant,Grand Rapids,MI,Big Red Coq (2012) (Brewery Vivant)
0.09,NA,671,Zaison (2012),Saison / Farmhouse Ale,10,16,Brewery Vivant,Grand Rapids,MI,Zaison (2012) (Brewery Vivant)
92,NA,670,Vivant Tripel (2012),Tripel,10,16,Brewery Vivant,Grand Rapids,MI,Vivant Tripel (2012) (Brewery Vivant)
0.0969999999999999,NA,669,Trebuchet Double IPA (2012),Belgian IPA,10,16,Brewery Vivant,Grand Rapids,MI,Trebuchet Double IPA (2012) (Brewery Vivant)
85,NA,627,Kludde,Belgian Strong Dark Ale,10,16,Brewery Vivant,Grand Rapids,MI,Kludde (Brewery Vivant)
55,NA,387,Farm Hand,Saison / Farmhouse Ale,10,16,Brewery Vivant,Grand Rapids,MI,Farm Hand (Brewery Vivant)
0.06,NA,385,Solitude,Belgian Pale Ale,10,16,Brewery Vivant,Grand Rapids,MI,Solitude (Brewery Vivant)
65,NA,384,Triomphe,Belgian IPA,10,16,Brewery Vivant,Grand Rapids,MI,Triomphe (Brewery Vivant)
NA,NA,1096,Tampa Pale Ale,American Pale Ale (APA),467,12,Brindle Dog Brewing Company,Tampa Bay,FL,Tampa Pale Ale (Brindle Dog Brewing Company)
NA,NA,1095,Orange Grove Wheat Ale,American Pale Wheat Ale,467,12,Brindle Dog Brewing Company,Tampa Bay,FL,Orange Grove Wheat Ale (Brindle Dog Brewing Company)
61,NA,2456,Broad Brook Ale,American Amber / Red Ale,89,16,Broad Brook Brewing LLC,East Windsor,CT,Broad Brook Ale (Broad Brook Brewing LLC)
0.05,15,921,Northern Lights Amber Ale,American Amber / Red Ale,493,12,Broken Tooth Brewing Company,Anchorage,AK,Northern Lights Amber Ale (Broken Tooth Brewing Company)
52,17,920,Polar Pale Ale,American Pale Ale (APA),493,12,Broken Tooth Brewing Company,Anchorage,AK,Polar Pale Ale (Broken Tooth Brewing Company)
48,NA,919,Chugach Session Ale,Cream Ale,493,12,Broken Tooth Brewing Company,Anchorage,AK,Chugach Session Ale (Broken Tooth Brewing Company)
61,64,648,Fairweather IPA,American IPA,493,12,Broken Tooth Brewing Company,Anchorage,AK,Fairweather IPA (Broken Tooth Brewing Company)
68,47,1279,East India Pale Ale,English India Pale Ale (IPA),437,16,Brooklyn Brewery,Brooklyn,NY,East India Pale Ale (Brooklyn Brewery)
45,NA,756,Brooklyn Summer Ale,English Pale Mild Ale,437,12,Brooklyn Brewery,Brooklyn,NY,Brooklyn Summer Ale (Brooklyn Brewery)
68,47,566,East India Pale Ale,English India Pale Ale (IPA),437,12,Brooklyn Brewery,Brooklyn,NY,East India Pale Ale (Brooklyn Brewery)
45,NA,328,Brooklyn Summer Ale (2011),English Pale Mild Ale,437,12,Brooklyn Brewery,Brooklyn,NY,Brooklyn Summer Ale (2011) (Brooklyn Brewery)
52,NA,66,Brooklyn Lager (16 oz.),American Amber / Red Lager,437,16,Brooklyn Brewery,Brooklyn,NY,Brooklyn Lager (16 oz.) (Brooklyn Brewery)
52,NA,65,Brooklyn Lager (12 oz.),American Amber / Red Lager,437,12,Brooklyn Brewery,Brooklyn,NY,Brooklyn Lager (12 oz.) (Brooklyn Brewery)
0.08,NA,538,Tour de Nez Belgian IPA (Current),Belgian IPA,530,16,Buckbean Brewing Company,Reno,NV,Tour de Nez Belgian IPA (Current) (Buckbean Brewing Company)
NA,NA,504,Roler Bock (Current),Maibock / Helles Bock,530,16,Buckbean Brewing Company,Reno,NV,Roler Bock (Current) (Buckbean Brewing Company)
73,85,383,Black Adder IBA (Current),American Black Ale,530,16,Buckbean Brewing Company,Reno,NV,Black Adder IBA (Current) (Buckbean Brewing Company)
99,NA,29,Very Noddy Lager (Current),Schwarzbier,530,16,Buckbean Brewing Company,Reno,NV,Very Noddy Lager (Current) (Buckbean Brewing Company)
62,42,28,Tule Duck Red Ale (Current),American Amber / Red Ale,530,16,Buckbean Brewing Company,Reno,NV,Tule Duck Red Ale (Current) (Buckbean Brewing Company)
0.0579999999999999,35,27,Original Orange Blossom Ale (Current),Herbed / Spiced Beer,530,16,Buckbean Brewing Company,Reno,NV,Original Orange Blossom Ale (Current) (Buckbean Brewing Company)
52,40,26,Black Noddy Lager (Current),Schwarzbier,530,16,Buckbean Brewing Company,Reno,NV,Black Noddy Lager (Current) (Buckbean Brewing Company)
53,NA,1627,Cleveland Beer Week 2013,Munich Helles Lager,357,16,Buckeye Brewing,Cleveland,OH,Cleveland Beer Week 2013 (Buckeye Brewing)
45,NA,2552,Painted Turtle,American Pale Ale (APA),56,12,BuckleDown Brewing,Lyons,IL,Painted Turtle (BuckleDown Brewing)
0.06,40,2125,1836,American Blonde Ale,214,12,Buffalo Bayou Brewing Company,Houston,TX,1836 (Buffalo Bayou Brewing Company)
0.06,20,2124,Summer's Wit,Witbier,214,12,Buffalo Bayou Brewing Company,Houston,TX,Summer's Wit (Buffalo Bayou Brewing Company)
0.09,118,2123,More Cowbell,American Double / Imperial IPA,214,16,Buffalo Bayou Brewing Company,Houston,TX,More Cowbell (Buffalo Bayou Brewing Company)
65,NA,2608,Wrath of Pele,American Brown Ale,24,16,Burn 'Em Brewing,Michigan City,IN,Wrath of Pele (Burn 'Em Brewing)
68,NA,2607,Black Beer'd,American Black Ale,24,16,Burn 'Em Brewing,Michigan City,IN,Black Beer'd (Burn 'Em Brewing)
78,NA,2606,Mr. Tea,Fruit / Vegetable Beer,24,24,Burn 'Em Brewing,Michigan City,IN,Mr. Tea (Burn 'Em Brewing)
55,40,2478,Pale Alement,American Pale Ale (APA),24,12,Burn 'Em Brewing,Michigan City,IN,Pale Alement (Burn 'Em Brewing)
99,115,2471,Hopkick Dropkick,American Double / Imperial IPA,24,12,Burn 'Em Brewing,Michigan City,IN,Hopkick Dropkick (Burn 'Em Brewing)
0.06,NA,2470,Kreamed Corn,Cream Ale,24,12,Burn 'Em Brewing,Michigan City,IN,Kreamed Corn (Burn 'Em Brewing)
65,NA,2464,Coconoats,American Pale Wheat Ale,24,16,Burn 'Em Brewing,Michigan City,IN,Coconoats (Burn 'Em Brewing)
68,16,2160,Joey Wheat,American Pale Wheat Ale,24,16,Burn 'Em Brewing,Michigan City,IN,Joey Wheat (Burn 'Em Brewing)
72,86,2158,3:33 Black IPA,American IPA,24,16,Burn 'Em Brewing,Michigan City,IN,3:33 Black IPA (Burn 'Em Brewing)
68,NA,2072,MCA,American IPA,24,16,Burn 'Em Brewing,Michigan City,IN,MCA (Burn 'Em Brewing)
55,40,2054,Pale Alement,American Pale Ale (APA),24,16,Burn 'Em Brewing,Michigan City,IN,Pale Alement (Burn 'Em Brewing)
0.05,14,2196,Couch Select Lager,American Pale Lager,197,12,Burnside Brewing Co.,Portland,OR,Couch Select Lager (Burnside Brewing Co.)
0.0559999999999999,36,668,Mucho Aloha Hawaiian Pale Ale,American Pale Ale (APA),517,12,Butcher's Brewing,Carlsbad,CA,Mucho Aloha Hawaiian Pale Ale (Butcher's Brewing)
49,NA,52,Heinnieweisse Weissebier,Hefeweizen,556,12,Butternuts Beer and Ale,Garrattsville,NY,Heinnieweisse Weissebier (Butternuts Beer and Ale)
68,NA,51,Snapperhead IPA,American IPA,556,12,Butternuts Beer and Ale,Garrattsville,NY,Snapperhead IPA (Butternuts Beer and Ale)
49,NA,50,Moo Thunder Stout,Milk / Sweet Stout,556,12,Butternuts Beer and Ale,Garrattsville,NY,Moo Thunder Stout (Butternuts Beer and Ale)
43,NA,49,Porkslap Pale Ale,American Pale Ale (APA),556,12,Butternuts Beer and Ale,Garrattsville,NY,Porkslap Pale Ale (Butternuts Beer and Ale)
93,NA,2657,Blackbeard,American Double / Imperial Stout,5,12,COAST Brewing Company,Charleston,SC,Blackbeard (COAST Brewing Company)
62,NA,2656,Rye Knot,American Brown Ale,5,12,COAST Brewing Company,Charleston,SC,Rye Knot (COAST Brewing Company)
0.06,NA,2655,Dead Arm,American Pale Ale (APA),5,12,COAST Brewing Company,Charleston,SC,Dead Arm (COAST Brewing Company)
48,NA,2654,32Â°/50Â° KÃ¶lsch,KÃ¶lsch,5,16,COAST Brewing Company,Charleston,SC,32Â°/50Â° KÃ¶lsch (COAST Brewing Company)
77,NA,2653,HopArt,American IPA,5,16,COAST Brewing Company,Charleston,SC,HopArt (COAST Brewing Company)
0.0969999999999999,NA,2652,Boy King,American Double / Imperial IPA,5,16,COAST Brewing Company,Charleston,SC,Boy King (COAST Brewing Company)
52,NA,2252,Gran Sport,American Porter,182,16,COOP Ale Works,Oklahoma City,OK,Gran Sport (COOP Ale Works)
53,25,2214,Horny Toad Cerveza,American Blonde Ale,182,16,COOP Ale Works,Oklahoma City,OK,Horny Toad Cerveza (COOP Ale Works)
63,35,2213,Native Amber,American Amber / Red Ale,182,16,COOP Ale Works,Oklahoma City,OK,Native Amber (COOP Ale Works)
68,100,1442,F5 IPA,American IPA,182,16,COOP Ale Works,Oklahoma City,OK,F5 IPA (COOP Ale Works)
63,35,170,Native Amber (2013),American Amber / Red Ale,182,16,COOP Ale Works,Oklahoma City,OK,Native Amber (2013) (COOP Ale Works)
53,25,169,Horny Toad Cerveza (2013),American Blonde Ale,182,16,COOP Ale Works,Oklahoma City,OK,Horny Toad Cerveza (2013) (COOP Ale Works)
68,100,2315,Hopportunity Knocks IPA,American IPA,155,12,Caldera Brewing Company,Ashland,OR,Hopportunity Knocks IPA (Caldera Brewing Company)
0.06,NA,1808,Pilot Rock Porter,American Porter,155,12,Caldera Brewing Company,Ashland,OR,Pilot Rock Porter (Caldera Brewing Company)
0.0559999999999999,55,1419,Caldera Pale Ale,American Pale Ale (APA),155,12,Caldera Brewing Company,Ashland,OR,Caldera Pale Ale (Caldera Brewing Company)
39,16,878,Lawnmower Lager,American Adjunct Lager,155,12,Caldera Brewing Company,Ashland,OR,Lawnmower Lager (Caldera Brewing Company)
54,24,794,Ashland Amber Ale (2009),American Amber / Red Ale,155,12,Caldera Brewing Company,Ashland,OR,Ashland Amber Ale (2009) (Caldera Brewing Company)
61,94,793,Caldera IPA (2009),American IPA,155,12,Caldera Brewing Company,Ashland,OR,Caldera IPA (2009) (Caldera Brewing Company)
61,94,792,Caldera IPA (2007),American IPA,155,12,Caldera Brewing Company,Ashland,OR,Caldera IPA (2007) (Caldera Brewing Company)
0.0559999999999999,55,791,Caldera Pale Ale (2010),American Pale Ale (APA),155,12,Caldera Brewing Company,Ashland,OR,Caldera Pale Ale (2010) (Caldera Brewing Company)
0.0559999999999999,55,790,Caldera Pale Ale (2009),American Pale Ale (APA),155,12,Caldera Brewing Company,Ashland,OR,Caldera Pale Ale (2009) (Caldera Brewing Company)
0.0559999999999999,55,789,Caldera Pale Ale (2005),American Pale Ale (APA),155,12,Caldera Brewing Company,Ashland,OR,Caldera Pale Ale (2005) (Caldera Brewing Company)
0.0559999999999999,55,788,Caldera Pale Ale (2007),American Pale Ale (APA),155,12,Caldera Brewing Company,Ashland,OR,Caldera Pale Ale (2007) (Caldera Brewing Company)
0.0559999999999999,55,38,Caldera Pale Ale (2011),American Pale Ale (APA),155,12,Caldera Brewing Company,Ashland,OR,Caldera Pale Ale (2011) (Caldera Brewing Company)
54,24,37,Ashland Amber Ale,American Amber / Red Ale,155,12,Caldera Brewing Company,Ashland,OR,Ashland Amber Ale (Caldera Brewing Company)
61,94,36,Caldera IPA,American IPA,155,12,Caldera Brewing Company,Ashland,OR,Caldera IPA (Caldera Brewing Company)
0.05,NA,2257,Remain in Light,American Pilsner,178,12,Cambridge Brewing Company,Cambridge,MA,Remain in Light (Cambridge Brewing Company)
65,NA,2256,Flower Child (2014),American IPA,178,12,Cambridge Brewing Company,Cambridge,MA,Flower Child (2014) (Cambridge Brewing Company)
NA,NA,870,THP White (2006),Witbier,497,12,Cans Bar and Canteen,Charlotte,NC,THP White (2006) (Cans Bar and Canteen)
NA,NA,869,THP Amber (2006),American Amber / Red Ale,497,12,Cans Bar and Canteen,Charlotte,NC,THP Amber (2006) (Cans Bar and Canteen)
NA,NA,868,THP Light (2006),American Blonde Ale,497,12,Cans Bar and Canteen,Charlotte,NC,THP Light (2006) (Cans Bar and Canteen)
NA,NA,867,THP Dark (2006),English Dark Mild Ale,497,12,Cans Bar and Canteen,Charlotte,NC,THP Dark (2006) (Cans Bar and Canteen)
99,43,2068,Imperial Pumpkin Stout,Pumpkin Ale,230,16,Cape Ann Brewing Company,Gloucester,MA,Imperial Pumpkin Stout (Cape Ann Brewing Company)
0.09,130,2067,Dead-Eye DIPA,American Double / Imperial IPA,230,16,Cape Ann Brewing Company,Gloucester,MA,Dead-Eye DIPA (Cape Ann Brewing Company)
55,64,2066,Fisherman's IPA,American IPA,230,12,Cape Ann Brewing Company,Gloucester,MA,Fisherman's IPA (Cape Ann Brewing Company)
54,35,2065,Fisherman's Pils,German Pilsener,230,12,Cape Ann Brewing Company,Gloucester,MA,Fisherman's Pils (Cape Ann Brewing Company)
55,30,2064,Fisherman's Brew,American Amber / Red Ale,230,12,Cape Ann Brewing Company,Gloucester,MA,Fisherman's Brew (Cape Ann Brewing Company)
55,35,1928,Cape Cod Red,American Amber / Red Ale,267,16,Cape Cod Beer,Hyannis,MA,Cape Cod Red (Cape Cod Beer)
49,10,1927,Beach Blonde,American Blonde Ale,267,16,Cape Cod Beer,Hyannis,MA,Beach Blonde (Cape Cod Beer)
65,80,2227,Dark Voyage Black IPA (2013),American Black Ale,192,12,Capital Brewery,Middleton,WI,Dark Voyage Black IPA (2013) (Capital Brewery)
52,28,2226,Wisconsin Amber,Vienna Lager,192,12,Capital Brewery,Middleton,WI,Wisconsin Amber (Capital Brewery)
46,18,2225,Lake House,Munich Helles Lager,192,12,Capital Brewery,Middleton,WI,Lake House (Capital Brewery)
0.0559999999999999,55,1954,Ghost Ship White IPA,American IPA,192,12,Capital Brewery,Middleton,WI,Ghost Ship White IPA (Capital Brewery)
46,18,1910,Lake House,Munich Helles Lager,192,16,Capital Brewery,Middleton,WI,Lake House (Capital Brewery)
62,70,1177,Mutiny IPA,American IPA,192,12,Capital Brewery,Middleton,WI,Mutiny IPA (Capital Brewery)
52,NA,840,Wisconsin Amber (1998),Vienna Lager,192,12,Capital Brewery,Middleton,WI,Wisconsin Amber (1998) (Capital Brewery)
42,NA,180,Island Wheat,American Pale Wheat Ale,192,12,Capital Brewery,Middleton,WI,Island Wheat (Capital Brewery)
52,NA,63,Wisconsin Amber (2013),Vienna Lager,192,12,Capital Brewery,Middleton,WI,Wisconsin Amber (2013) (Capital Brewery)
0.05,NA,62,U.S. Pale Ale,American Pale Ale (APA),192,12,Capital Brewery,Middleton,WI,U.S. Pale Ale (Capital Brewery)
NA,NA,61,Supper Club Lager,American Pale Lager,192,12,Capital Brewery,Middleton,WI,Supper Club Lager (Capital Brewery)
0.04,NA,784,Carolina Lighthouse (2007),American Blonde Ale,504,12,Carolina Beer & Beverage,Mooresville,NC,Carolina Lighthouse (2007) (Carolina Beer & Beverage)
0.05,NA,783,Carolina Blonde (2006),American Blonde Ale,504,12,Carolina Beer & Beverage,Mooresville,NC,Carolina Blonde (2006) (Carolina Beer & Beverage)
35,NA,782,Carolina Blonde Light (2005),American Blonde Ale,504,12,Carolina Beer & Beverage,Mooresville,NC,Carolina Blonde Light (2005) (Carolina Beer & Beverage)
59,22,2255,Santa's Secret,Winter Warmer,179,16,Carolina Brewery,Pittsboro,NC,Santa's Secret (Carolina Brewery)
57,NA,530,Flagship IPA,English India Pale Ale (IPA),179,12,Carolina Brewery,Pittsboro,NC,Flagship IPA (Carolina Brewery)
51,NA,427,Sky Blue Golden Ale,KÃ¶lsch,179,12,Carolina Brewery,Pittsboro,NC,Sky Blue Golden Ale (Carolina Brewery)
99,100,2094,Epitome,American Black Ale,222,16,Carton Brewing Company,Atlantic Highlands,NJ,Epitome (Carton Brewing Company)
39,9,1941,Monkey Chased the Weasel,Berliner Weissbier,222,16,Carton Brewing Company,Atlantic Highlands,NJ,Monkey Chased the Weasel (Carton Brewing Company)
78,80,1940,077XX,American Double / Imperial IPA,222,16,Carton Brewing Company,Atlantic Highlands,NJ,077XX (Carton Brewing Company)
42,35,1439,Boat Beer,American IPA,222,12,Carton Brewing Company,Atlantic Highlands,NJ,Boat Beer (Carton Brewing Company)
69,NA,1465,Granny Smith Hard Apple Cider,Cider,404,16,Cascadia Ciderworks United,Portland,OR,Granny Smith Hard Apple Cider (Cascadia Ciderworks United)
69,NA,1464,Dry Hard Apple Cider,Cider,404,16,Cascadia Ciderworks United,Portland,OR,Dry Hard Apple Cider (Cascadia Ciderworks United)
0.0559999999999999,NA,1744,Farmer Ted's Cream Ale,Cream Ale,331,12,Catawba Brewing Company,Morganton,NC,Farmer Ted's Cream Ale (Catawba Brewing Company)
52,NA,1743,Firewater India Pale Ale,American IPA,331,12,Catawba Brewing Company,Morganton,NC,Firewater India Pale Ale (Catawba Brewing Company)
47,NA,1742,White Zombie Ale,Witbier,331,12,Catawba Brewing Company,Morganton,NC,White Zombie Ale (Catawba Brewing Company)
0.07,NA,1719,King Winterbolt Winter Ale,Winter Warmer,331,12,Catawba Brewing Company,Morganton,NC,King Winterbolt Winter Ale (Catawba Brewing Company)
47,NA,638,White Zombie Ale,Witbier,331,12,Catawba Brewing Company,Morganton,NC,White Zombie Ale (Catawba Brewing Company)
52,NA,507,Firewater India Pale Ale,American IPA,331,12,Catawba Brewing Company,Morganton,NC,Firewater India Pale Ale (Catawba Brewing Company)
0.0559999999999999,NA,480,Farmer Ted's Farmhouse Cream Ale,Cream Ale,331,12,Catawba Brewing Company,Morganton,NC,Farmer Ted's Farmhouse Cream Ale (Catawba Brewing Company)
48,16,1882,Whitecap Wit,Witbier,285,16,Catawba Island Brewing,Port Clinton,OH,Whitecap Wit (Catawba Island Brewing)
78,16,1881,Seiche Scottish Ale,Scottish Ale,285,16,Catawba Island Brewing,Port Clinton,OH,Seiche Scottish Ale (Catawba Island Brewing)
0.0579999999999999,NA,2446,Peanut Butter Jelly Time,American Brown Ale,96,12,Catawba Valley Brewing Company,Morganton,NC,Peanut Butter Jelly Time (Catawba Valley Brewing Company)
54,NA,2106,King Coconut,American Porter,96,12,Catawba Valley Brewing Company,Morganton,NC,King Coconut (Catawba Valley Brewing Company)
